0.096,0.095,0.09,0.097,0.098
0.097,0.095,0.091,0.097,0.098
0.097,0.095,0.092,0.097,0.099
0.098,0.096,0.092,0.097,0.099
0.099,0.097,0.093,0.098,0.099
0.099,0.094,0.093,0.098,0.1
0.099,0.095,0.094,0.098,0.1
0.1,0.095,0.094,0.099,0.101
0.1,0.096,0.095,0.1,0.101
0.101,0.097,0.095,0.1,0.102
0.101,0.098,0.096,0.101,0.102
0.102,0.097,0.097,0.101,0.103
0.102,0.098,0.097,0.102,0.103
0.103,0.098,0.097,0.102,0.104
0.103,0.098,0.097,0.102,0.104
0.104,0.099,0.098,0.103,0.105
0.104,0.099,0.098,0.103,0.105
0.104,0.1,0.099,0.104,0.105
0.105,0.1,0.099,0.104,0.106
0.105,0.1,0.099,0.104,0.106
